budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9552,en,The Exorcist,47.584643,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-12-26,441306145,122,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,7.5,2005
85000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",298,en,Ocean's Thirteen,42.069993,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-07,311312624,122,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",What are the odds of getting even? 13 to one.,Ocean's Thirteen,6.5,1999
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",262504,en,Allegiant,86.105615,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-09,179246868,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Break the boundaries of your world,Allegiant,5.9,1998
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",587,en,Big Fish,46.199482,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-25,122919055,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",An adventure as big as life itself.,Big Fish,7.6,1994
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,ja,ハウルの動く城,49.549984,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2004-11-19,234710455,119,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",The two lived there,Howl's Moving Castle,8.2,1991
30000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",59436,en,Midnight in Paris,43.753585,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-11,151119219,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",,Midnight in Paris,7.4,1990
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",293863,en,The Age of Adaline,82.052056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-16,65663276,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Love is timeless.,The Age of Adaline,7.4,1990
26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6957,en,The 40 Year Old Virgin,38.473732,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-11,109449237,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","The longer you wait, the harder it gets",The 40 Year Old Virgin,6.2,1983
26500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",128,ja,もののけ姫,60.732738,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1997-07-12,159375308,134,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,8.2,1983
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",644,en,A.I. Artificial Intelligence,34.035114,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-29,235926552,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,1974
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18360,en,Night at the Museum: Battle of the Smithsonian,81.781591,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2009-05-20,413106170,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,1971
4000000,"[{""id"": 18, ""name"": ""Drama""}]",85350,en,Boyhood,43.40352,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-05,44349000,164,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",12 years in the making.,Boyhood,7.5,1971
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",14869,en,G.I. Joe: The Rise of Cobra,32.852443,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-04,302469017,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""gd"", ""name"": """"}]","When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,1962
165000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10192,en,Shrek Forever After,44.041186,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-16,752600867,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It ain't Ogre... Til it's Ogre,Shrek Forever After,6.0,1959
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",238636,en,The Purge: Anarchy,82.975841,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-17,108782847,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,6.6,1954
40000000,"[{""id"": 27, ""name"": ""Horror""}]",259693,en,The Conjuring 2,68.794673,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-13,320170008,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The next true story from the case files of Ed and Lorraine Warren,The Conjuring 2,7.0,1949
75000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",9741,en,Unbreakable,42.006908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-11-13,248118121,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Some things are only revealed by accident.,Unbreakable,6.9,1946
38000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",299687,en,The 5th Wave,57.889964,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-14,109906372,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Protect Your Own,The 5th Wave,5.6,1945
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",670,ko,올드보이,56.76349,"[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2003-01-01,14980005,120,"[{""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]","15 years of imprisonment, five days of vengeance",Oldboy,8.0,1945
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",49049,en,Dredd,57.673932,"[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",2012-09-07,41037742,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Judgement is coming,Dredd,6.6,1940
29000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",254470,en,Pitch Perfect 2,71.496894,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-07,287506194,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We're back pitches,Pitch Perfect 2,6.8,1940
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",286565,en,Paper Towns,64.610671,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-18,85512300,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Get Lost. Get Found.,Paper Towns,6.1,1937
15000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",76726,en,Chronicle,64.504747,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-02-01,145000000,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What are you capable of?,Chronicle,6.6,1935
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",955,en,Mission: Impossible II,54.931334,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-24,546388105,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Expect the impossible again.,Mission: Impossible II,5.9,1928
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2059,en,National Treasure,58.849256,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-19,347451894,131,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The greatest adventure history has ever revealed.,National Treasure,6.4,1926
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",81188,en,Rise of the Guardians,61.788035,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-21,306941670,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",You better believe.,Rise of the Guardians,7.1,1922
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",147441,en,Exodus: Gods and Kings,101.599427,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-03,268031828,150,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Once brothers, now enemies.",Exodus: Gods and Kings,5.6,1921
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",9654,en,The Italian Job,62.766854,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-30,176070171,110,"[{""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Get in. Get out. Get even.,The Italian Job,6.6,1919
130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",38055,en,Megamind,68.757242,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-28,321887208,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",His brain is off the chain.,Megamind,6.7,1918
37000000,"[{""id"": 18, ""name"": ""Drama""}]",312221,en,Creed,57.773583,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-25,173567581,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Your legacy is more than a name,Creed,7.3,1915
1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",408,en,Snow White and the Seven Dwarfs,80.171283,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1937-12-20,184925486,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1914
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]",3131,en,Gangs of New York,46.160048,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2002-12-14,193772504,167,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ga"", ""name"": ""Gaeilge""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",America was born in the streets.,Gangs of New York,7.1,1910
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",594,en,The Terminal,57.753914,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-17,219417255,128,"[{""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Life is waiting.,The Terminal,7.0,1910
25000000,"[{""id"": 18, ""name"": ""Drama""}]",50014,en,The Help,42.191509,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-09,124272124,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Change begins with a whisper.,The Help,7.8,1910
45000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",36647,en,Blade,43.815492,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-08-21,131183530,120,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Part Man. Part Vampire. All Hero.,Blade,6.5,1905
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1573,en,Die Hard 2,57.69847,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-07-02,240031094,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Die Harder,Die Hard 2,6.6,1896
140000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",616,en,The Last Samurai,52.341226,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",2003-12-05,456758981,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,7.3,1895
4000000,"[{""id"": 18, ""name"": ""Drama""}]",153,en,Lost in Translation,45.66662,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-31,119723856,102,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Everyone wants to be found.,Lost in Translation,7.3,1895
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}]",3933,en,Corpse Bride,43.571612,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-09,117195061,77,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There's been a grave misunderstanding.,Corpse Bride,7.2,1894
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",117251,en,White House Down,39.004588,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-27,205366737,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It will start like any other day.,White House Down,6.4,1891
61000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",82695,en,Les Misérables,48.356214,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-18,441809770,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fight. Dream. Hope. Love.,Les Misérables,7.1,1884
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",257211,en,The Intern,53.114573,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-24,194564672,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Experience never gets old,The Intern,7.1,1881
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",49444,en,Kung Fu Panda 2,51.247321,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-25,665692281,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1880
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",508,en,Love Actually,37.073127,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-07,244931766,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",The ultimate romantic comedy.,Love Actually,7.0,1869
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",423,en,The Pianist,50.587541,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-09-24,120072577,150,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864
70000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",52520,en,Underworld: Awakening,58.401204,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-01-19,160112671,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Vengeance Returns,Underworld: Awakening,6.1,1862
16000000,"[{""id"": 35, ""name"": ""Comedy""}]",8467,en,Dumb and Dumber,35.777067,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-12-16,247275374,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859
127000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",181533,en,Night at the Museum: Secret of the Tomb,115.597753,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-17,349424282,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One Final Night to Save the Day.,Night at the Museum: Secret of the Tomb,6.1,1851
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",12162,en,The Hurt Locker,47.006162,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-10,42000000,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",You'll know when you're in it.,The Hurt Locker,7.2,1840
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",270303,en,It Follows,100.876794,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-04,14674076,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1832
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",72710,en,The Host,42.933027,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-22,63327201,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You will be one of us,The Host,6.0,1817
3300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",598,pt,Cidade de Deus,44.356711,"[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-02-05,30641770,130,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]","If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814
70000000,"[{""id"": 35, ""name"": ""Comedy""}]",10201,en,Yes Man,43.849351,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-09,225990978,104,"[{""iso_639_1"": ""et"", ""name"": ""Eesti""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",One Word Can Change Everything.,Yes Man,6.4,1813
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",855,en,Black Hawk Down,44.455166,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-28,172989651,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""so"", ""name"": ""Somali""}]",Leave No Man Behind.,Black Hawk Down,7.2,1811
150000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",10527,en,Madagascar: Escape 2 Africa,44.141021,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-30,603900354,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810
145000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",80321,en,Madagascar 3: Europe's Most Wanted,44.989192,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-06,746921274,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]","Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1808
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",782,en,Gattaca,70.398356,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-07,12532777,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""eo"", ""name"": ""Esperanto""}]",There is no gene for the human spirit.,Gattaca,7.5,1808
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",18240,en,The Proposal,36.238968,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-01,317375031,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Here comes the bribe...,The Proposal,6.7,1804
85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",8247,en,Jumper,21.218,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-10,222231186,88,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",anywhere is possible.,Jumper,5.9,1799
